./main <proj1_instances/weighted_chimera_297.txt
3688 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.011 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5876 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101001000111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5388 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
4676 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111110010101111011101110010011011110001111101111
3932 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111110010101111011101110010011011110001111101111
3688 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.018 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5988 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
5832 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111110010101111011101110010011011110001111101111
4932 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100100111110000011110010101101101011011111001010011011010111111001000110111110010101111011101110010011011110001111101111
4432 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
3688 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.024 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7288 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101111011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6488 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001000111111100100111110000011110010101101101011011101001010111011010111111001000110111111010101111011101110010011011110011111101111
6432 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101001011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5588 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
3688 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.029 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7388 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7144 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
6432 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101001011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5588 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
3688 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011000011111110011110101101011111001101000010111111100101110110000011110010101101001011011101001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.034 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7888 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7776 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7776 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001000111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7388 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6788 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8 178.039 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7632 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111111011001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7420 011111101001111110110101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001000111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7388 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6788 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6544 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.046 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7400 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
7388 011111101000111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6788 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6544 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
6188 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.051 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6788 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6544 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
6544 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6188 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
5588 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8 178.058 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7632 011111101001111110111101011001111010111111111110110011010110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7632 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6188 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
5588 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5344 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.062 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7044 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101110110000011110010101101101011011111001010111011011111111001000110111110010101111011101110010011011110001111101111
6188 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
5588 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5344 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
4644 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011100101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.068 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
7288 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
7144 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
6932 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101110110000011110010101101101011011111001010111011011111111001000110111110010101111011101110010011011110001111101111
5344 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
4644 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011100101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.072 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011011001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110011110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
6932 011111101001111110110101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101110110000011110010101101101011011111001010111011011111111001000110111110010101111011101110010011011110001111101111
6332 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
5344 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011110101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
4888 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011100101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
4644 011111101001111110111101011001111010111111111110110011110110111100111100110011010001101111110011001111011111011111010101110111011100110111110011100101101011111001101000010111111100101110110000011110010101101101011011111001010111011010111111001000110111111010101111011101110010011011110001111101111
8 178.078 -fit: 8376
8376 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001110101101011111001101001010111111100101111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
8132 011111101001111110111101011001111010111111111110100011110110111100111100110011010001101111111111001111011111011111010101110111011100110111110001111101101011111001101001010111111100100111110000011110010101101101011011111001010111011010111111001000110111110010101111011101110010011011110001111101111
